maybe	RB	maybe
the	DT	the
key	JJ	key
thing	NN	thing
here	RB	here
is	VBZ	be
that		IN	that
it	PP	it
's	VBZ	be
not	RB	not
about	IN	about
her	PP$	her
gradual	JJ	gradual
death	NN	death
and	CC	and
slip	NN	slip
into	IN	into
insanity	NN	insanity
but	CC	but
rather	RB	rather
that		IN	that
it	PP	it
's	VBZ	be
about	RB	about
her	PP$	her
tumultuous	JJ	tumultuous
relationship	NN	relationship
with	IN	with
her	PP$	her
sister	NN	sister
,	,	,
which	WDT	which
,	,	,
i	NP	i
might	MD	might
add	VB	add
,	,	,
is	VBZ	be
perfectly	RB	perfectly
realized	VBN	realize
.	SENT	.
their	PP$	their
relationship	NN	relationship
is	VBZ	be
the	DT	the
most	RBS	most
down-to-earth	JJ	down-to-earth
complex	JJ	complex
entity	NN	entity
of	IN	of
the	DT	the
year	NN	year
:	:	:
they	PP	they
love	VBP	love
eachother	RB	<unknown>
more	JJR	more
than	IN	than
anyone	NN	anyone
else	RB	else
in	IN	in
the	DT	the
entire	JJ	entire
world	NN	world
,	,	,
but	CC	but
they	PP	they
're	VBP	be
also	RB	also
completely	RB	completely
jealous	JJ	jealous
of	IN	of
one	CD	one
another	DT	another
.	SENT	.
when	WRB	when
a	DT	a
young	JJ	young
jackie	NN	<unknown>
surpasses	VBZ	surpass
her	PP$	her
playing	VBG	play
abilities	NNS	ability
,	,	,
she	PP	she
tries	VBZ	try
in	IN	in
vain	JJ	vain
to	TO	to
make	VB	make
a	DT	a
comeback	NN	comeback
but	CC	but
ca	MD	ca
n't	RB	n't
,	,	,
and	CC	and
almost	RB	almost
seems	VBZ	seem
to	TO	to
marry	VB	marry
to	TO	to
get	VB	get
back	RB	back
at	IN	at
jackie	NN	<unknown>
for	IN	for
her	PP$	her
success	NN	success
.	SENT	.
when	WRB	when
jackie	NN	<unknown>
lands	NNS	land
on	IN	on
top	NN	top
and	CC	and
sees	VBZ	see
her	PP$	her
sister	NN	sister
marry	VB	marry
a	DT	a
wonderful	JJ	wonderful
man	NN	man
,	,	,
she	PP	she
is	VBZ	be
jealous	JJ	jealous
of	IN	of
her	PP$	her
lifestyle	NN	lifestyle
to	TO	to
the	DT	the
most	RBS	most
extensive	JJ	extensive
brinks	NNS	brink
that		IN	that
i	NNS	i
've	VBP	have
ever	RB	ever
seen	VBN	see
in	IN	in
a	DT	a
film	NN	film
(	(	(
only	RB	only
two	CD	two
sisters	NNS	sister
who	WP	who
truly	RB	truly
love	VBP	love
eachother	NN	<unknown>
would	MD	would
dare	VB	dare
share	NN	share
the	DT	the
same	JJ	same
man	NN	man
)	)	)
.	SENT	.
and	CC	and
the	DT	the
whole	JJ	whole
time	NN	time
,	,	,
their	PP$	their
love	NN	love
for	IN	for
eachother	NN	<unknown>
is	VBZ	be
never	RB	never
doubted	VBN	doubt
or	CC	or
even	RB	even
tested	VBN	test
.	SENT	.
another	DT	another
thing	NN	thing
i	NN	i
really	RB	really
liked	VBN	like
is	VBZ	be
emily	RB	<unknown>
watson	NP	Watson
's	POS	's
performance	NN	performance
.	SENT	.
i	NP	i
usually	RB	usually
make	VB	make
it	PP	it
a	DT	a
note	NN	note
to	TO	to
never	RB	never
overpraise	VB	overpraise
an	DT	an
actor	NN	actor
for	IN	for
playing	NN	playing
either	CC	either
a	DT	a
drunkard	NN	drunkard
or	CC	or
a	DT	a
lunatic	NN	lunatic
or	CC	or
someone	NN	someone
with	IN	with
a	DT	a
mortal	JJ	mortal
disease	NN	disease
(	(	(
or	CC	or
any	DT	any
combination	NN	combination
of	IN	of
the	DT	the
three	CD	three
)	)	)
.	SENT	.
my	PP$	my
reasoning	NN	reasoning
for	IN	for
this	DT	this
is	VBZ	be
that		IN	that
it	PP	it
's	VBZ	be
a	DT	a
fucking	VBG	fuck
easy	JJ	easy
job	NN	job
.	SENT	.
the	DT	the
worst	JJS	bad
case	NN	case
for	IN	for
this	DT	this
very	JJ	very
year	NN	year
may	MD	may
be	VB	be
thandie	NN	<unknown>
newton	NN	newton
in	IN	in
"	``	"
beloved	JJ	beloved
"	''	"
:	:	:
sure	RB	sure
,	,	,
she	PP	she
's	VBZ	be
good	JJ	good
,	,	,
but	CC	but
what	WP	what
's	VBZ	be
so	RB	so
tough	JJ	tough
about	IN	about
playing	VBG	play
a	DT	a
woman	NN	woman
who	WP	who
stumbles	VBZ	stumble
around	RP	around
,	,	,
slurs	VBZ	slur
her	PP$	her
words	NNS	word
together	RB	together
,	,	,
and	CC	and
acts	NNS	act
like	IN	like
a	DT	a
three	CD	three
year	NN	year
old	JJ	old
inside	IN	inside
a	DT	a
20-year	JJ	20-year
old	NN	old
's	POS	's
body	NN	body
?	SENT	?
hell	UH	hell
,	,	,
i	NP	i
could	MD	could
play	VB	play
that		IN	that
if	IN	if
i	NP	i
had	VBD	have
a	DT	a
pair	NN	pair
of	IN	of
breasts	NNS	breast
.	SENT	.
in	IN	in
that	DT	that
same	JJ	same
exact	JJ	exact
movie	NN	movie
,	,	,
though	RB	though
,	,	,
is	VBZ	be
a	DT	a
performance	NN	performance
by	IN	by
kimberly	JJ	<unknown>
elise	NN	<unknown>
where	WRB	where
she	PP	she
has	VBZ	have
to	TO	to
be	VB	be
the	DT	the
rock	NN	rock
that	WDT	that
holds	VBZ	hold
the	DT	the
family	NN	family
together	RB	together
as	IN	as
her	PP$	her
mother	NN	mother
slowly	RB	slowly
goes	VBZ	go
insane	JJ	insane
,	,	,
her	PP$	her
brothers	NNS	brother
run	VBP	run
off	RP	off
never	RB	never
to	TO	to
be	VB	be
seen	VBN	see
again	RB	again
,	,	,
and	CC	and
her	PP$	her
mother	NN	mother
's	POS	's
lover	NN	lover
is	VBZ	be
scared	VBN	scare
off	RP	off
.	SENT	.
she	PP	she
has	VBZ	have
to	TO	to
actually	RB	actually
deal	VB	deal
with	IN	with
real	JJ	real
emotions	NNS	emotion
,	,	,
something	NN	something
much	RB	much
harder	RBR	harder
than	IN	than
mere	JJ	mere
stumbling	VBG	stumble
about	RB	about
.	SENT	.
but	CC	but
the	DT	the
academy	NN	academy
of	IN	of
arts	NNS	art
and	CC	and
sciences	NNS	science
loves	NNS	love
loves	VBZ	love
loves	NNS	love
overpraising	VBG	overpraise
performances	NNS	performance
like	IN	like
newtons	NNS	newton
.	SENT	.
if	IN	if
you	PP	you
do	VBP	do
n't	RB	n't
believe	VB	believe
me	PP	me
,	,	,
look	VB	look
at	IN	at
jack	NN	jack
nicholson	NN	<unknown>
's	POS	's
performance	NN	performance
in	IN	in
"	``	"
as	RB	as
good	JJ	good
as	IN	as
it	PP	it
gets	VBZ	get
"	''	"
:	:	:
great	JJ	great
performance	NN	performance
,	,	,
but	CC	but
easy	JJ	easy
job	NN	job
.	SENT	.
this	DT	this
is	VBZ	be
n't	RB	n't
so	RB	so
for	IN	for
watson	NN	<unknown>
,	,	,
though	RB	though
,	,	,
because	IN	because
her	PP$	her
insanity	NN	insanity
comes	VBZ	come
from	IN	from
real	JJ	real
emotions	NNS	emotion
,	,	,
not	RB	not
just	RB	just
a	DT	a
plot	NN	plot
point	NN	point
.	SENT	.
and	CC	and
thanks	NNS	thank
to	TO	to
the	DT	the
opening	NN	opening
sequence	NN	sequence
,	,	,
where	WRB	where
we	PP	we
see	VBP	see
her	PP	her
and	CC	and
hilary	NN	<unknown>
as	IN	as
kids	NNS	kid
,	,	,
we	PP	we
understand	VBP	understand
the	DT	the
motives	NNS	motive
behind	IN	behind
all	PDT	all
her	PP$	her
actions	NNS	action
,	,	,
and	CC	and
by	IN	by
the	DT	the
time	NN	time
she	PP	she
actually	RB	actually
contracts	VBZ	contract
ms	NNS	<unknown>
and	CC	and
begins	VBZ	begin
to	TO	to
loose	VB	loose
her	PP$	her
sanity	NN	sanity
and	CC	and
her	PP$	her
life	NN	life
,	,	,
we	PP	we
've	VBP	have
already	RB	already
understood	VBN	understand
that		IN	that
this	DT	this
is	VBZ	be
the	DT	the
last	JJ	last
straw	NN	straw
for	IN	for
a	DT	a
woman	NN	woman
plagued	VBN	plague
with	IN	with
terrible	JJ	terrible
neuroses	NNS	neurosis
.	SENT	.
rachel	NN	<unknown>
griffiths	NNS	<unknown>
,	,	,
who	WP	who
would	MD	would
have	VB	have
otherwise	RB	otherwise
been	VBN	be
the	DT	the
understudy	NN	understudy
to	TO	to
watson	NP	Watson
's	POS	's
protagonist	NN	protagonist
,	,	,
actually	RB	actually
matches	VBZ	match
watson	NN	<unknown>
step-for-step	NNS	<unknown>
,	,	,
because	IN	because
as	IN	as
watson	NN	<unknown>
grows	VBZ	grow
insane	JJ	insane
,	,	,
and	CC	and
demands	VBZ	demand
unspeakable	JJ	unspeakable
things	NNS	thing
from	IN	from
her	PP	her
,	,	,
griffiths	NNS	<unknown>
holds	VBZ	hold
her	PP$	her
own	JJ	own
,	,	,
and	CC	and
has	VBZ	have
to	TO	to
deal	VB	deal
with	IN	with
what	WP	what
she	PP	she
is	VBZ	be
able	JJ	able
to	TO	to
give	VB	give
her	PP$	her
sister	NN	sister
who	WP	who
needs	VBZ	need
emotional	JJ	emotional
help	NN	help
from	IN	from
her	PP	her
.	SENT	.
griffiths	NNS	<unknown>
,	,	,
an	DT	an
otherwise	RB	otherwise
unknown	JJ	unknown
actress	NN	actress
(	(	(
and	CC	and
watson	NN	<unknown>
being	VBG	be
famous	JJ	famous
from	IN	from
"	``	"
breaking	VBG	break
the	DT	the
waves	NNS	wave
"	''	"
and	CC	and
"	``	"
the	DT	the
boxer	NN	boxer
"	''	"
)	)	)
,	,	,
is	VBZ	be
absolutely	RB	absolutely
brilliant	JJ	brilliant
,	,	,
just	RB	just
as	IN	as
absolutely	RB	absolutely
brilliant	JJ	brilliant
as	IN	as
watson	NN	<unknown>
is	VBZ	be
,	,	,
and	CC	and
if	IN	if
the	DT	the
academy	NN	academy
and	CC	and
all	PDT	all
the	DT	the
other	JJ	other
critics	NNS	critic
groups	NNS	group
,	,	,
who	WP	who
've	VBP	have
already	RB	already
deemed	VBN	deem
watson	NP	Watson
's	POS	's
performance	NN	performance
the	DT	the
best	JJS	good
of	IN	of
the	DT	the
year	NN	year
,	,	,
glance	NN	glance
over	IN	over
hers	PP	hers
because	IN	because
she	PP	she
's	VBZ	be
the	DT	the
one	CD	one
who	WP	who
does	VBZ	do
n't	RB	n't
get	VB	get
to	TO	to
go	VB	go
insane	JJ	insane
(	(	(
read	VB	read
:	:	:
she	PP	she
gets	VBZ	get
the	DT	the
boring	JJ	boring
role	NN	role
)	)	)
,	,	,
then	RB	then
the	DT	the
scream	NN	scream
of	IN	of
hysteria	NN	hysteria
you	PP	you
hear	VBP	hear
will	MD	will
be	VB	be
from	IN	from
me	PP	me
.	SENT	.
after	IN	after
all	DT	all
,	,	,
griffiths	NNS	<unknown>
has	VBZ	have
the	DT	the
thankless	JJ	thankless
job	NN	job
of	IN	of
keeping	VBG	keep
things	NNS	thing
real	JJ	real
-	:	-
the	DT	the
tom	NN	tom
cruise	NN	cruise
role	NN	role
in	IN	in
"	``	"
rainman	NN	<unknown>
"	''	"
(	(	(
the	DT	the
one	CD	one
who	WP	who
should	MD	should
have	VB	have
gotten	VBN	get
oscar	NN	oscar
consideration	NN	consideration
and	CC	and
not	RB	not
hoffman	NN	<unknown>
)	)	)
.	SENT	.
she	PP	she
does	VBZ	do
,	,	,
and	CC	and
if	IN	if
anyone	NN	anyone
deserves	VBZ	deserve
accolades	NNS	accolade
from	IN	from
the	DT	the
academy	NN	academy
this	DT	this
year	NN	year
,	,	,
it	PP	it
's	POS	's
griffiths	NNS	<unknown>
.	SENT	.
together	RB	together
,	,	,
the	DT	the
two	CD	two
actresses	NNS	actress
work	VBP	work
extremely	RB	extremely
well	RB	well
,	,	,
though	RB	though
,	,	,
and	CC	and
both	DT	both
have	VBP	have
to	TO	to
go	VB	go
through	IN	through
deep	JJ	deep
emotional	JJ	emotional
hell	NN	hell
,	,	,
the	DT	the
likes	NNS	like
of	IN	of
which	WDT	which
have	VBP	have
n't	RB	n't
been	VBN	be
seen	VBN	see
this	DT	this
year	NN	year
.	SENT	.
if	IN	if
it	PP	it
had	VBD	have
n't	RB	n't
been	VBN	be
for	IN	for
an	DT	an
otherwise	JJ	otherwise
not-totally-great	NN	<unknown>
final	JJ	final
section	NN	section
that	WDT	that
deals	VBZ	deal
way	NN	way
too	RB	too
much	RB	much
with	IN	with
jackie	NN	<unknown>
and	CC	and
not	RB	not
enough	RB	enough
with	IN	with
hilary	JJ	<unknown>
(	(	(
when	WRB	when
the	DT	the
two	CD	two
had	VBD	have
gotten	VBN	get
equal	JJ	equal
treatment	NN	treatment
for	IN	for
the	DT	the
entirety	NN	entirety
)	)	)
,	,	,
i	NP	i
'd	MD	will
say	VB	say
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
top	JJ	top
ten	CD	ten
best	JJS	good
films	NNS	film
of	IN	of
the	DT	the
year	NN	year
.	SENT	.
it	PP	it
's	VBZ	be
so	RB	so
close	JJ	close
to	TO	to
perfection	NN	perfection
,	,	,
in	IN	in
its	PP$	its
structure	NN	structure
,	,	,
its	PP$	its
treatment	NN	treatment
of	IN	of
its	PP$	its
subject	NN	subject
,	,	,
and	CC	and
its	PP$	its
beautiful	JJ	beautiful
technical	JJ	technical
specifications	NNS	specification
(	(	(
cinematography	NN	cinematography
nomination	NN	nomination
,	,	,
without	IN	without
a	DT	a
shred	NN	shred
of	IN	of
doubt	NN	doubt
in	IN	in
my	PP$	my
mind	NN	mind
,	,	,
and	CC	and
maybe	RB	maybe
film	VB	film
editing	VBG	edit
)	)	)
,	,	,
that		IN	that
it	PP	it
's	VBZ	be
nearly	RB	nearly
a	DT	a
shame	NN	shame
that		IN	that
it	PP	it
's	VBZ	be
not	RB	not
the	DT	the
flawless	JJ	flawless
gem	NN	gem
that		IN	that
it	PP	it
should	MD	should
be	VB	be
.	SENT	.
but	CC	but
,	,	,
hey	UH	hey
,	,	,
as	IN	as
it	PP	it
is	VBZ	be
,	,	,
i	NP	i
can	MD	can
hardly	RB	hardly
complain	VB	complain
.	SENT	.
