making	VBG	make
in	IN	in
the	DT	the
original	JJ	original
.	SENT	.
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
flourishes	VBZ	flourish
where	WRB	where
so	RB	so
many	JJ	many
sequels	NNS	sequel
fail	VBP	fail
.	SENT	.
most	JJS	most
sequels	NNS	sequel
simply	RB	simply
rehash	VBP	rehash
the	DT	the
events	NNS	event
of	IN	of
the	DT	the
first	JJ	first
film	NN	film
.	SENT	.
not	RB	not
"	``	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	''	"
.	SENT	.
this	DT	this
is	VBZ	be
a	DT	a
completely	RB	completely
original	JJ	original
tale	NN	tale
that	WDT	that
offers	VBZ	offer
up	RP	up
a	DT	a
story	NN	story
drastically	RB	drastically
different	JJ	different
than	IN	than
the	DT	the
first	JJ	first
.	SENT	.
also	RB	also
,	,	,
by	IN	by
not	RB	not
being	VBG	be
content	JJ	content
to	TO	to
utilize	VB	utilize
most	JJS	most
of	IN	of
the	DT	the
old	JJ	old
characters	NNS	character
,	,	,
this	DT	this
film	NN	film
gives	VBZ	give
us	PP	us
many	JJ	many
new	JJ	new
ones	NNS	one
to	TO	to
enjoy	VB	enjoy
.	SENT	.
in	IN	in
essence	NN	essence
,	,	,
it	PP	it
does	VBZ	do
n't	RB	n't
attempt	VB	attempt
to	TO	to
copy	VB	copy
itself	PP	itself
.	SENT	.
instead	RB	instead
,	,	,
it	PP	it
strives	VBZ	strive
to	TO	to
achieve	VB	achieve
an	DT	an
originality	NN	originality
of	IN	of
its	PP$	its
own	JJ	own
.	SENT	.
and	CC	and
it	PP	it
succeeds	VBZ	succeed
.	SENT	.
that	DT	that
's	VBZ	be
not	RB	not
to	TO	to
say	VB	say
the	DT	the
familiar	JJ	familiar
is	VBZ	be
absent	JJ	absent
.	SENT	.
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
retains	VBZ	retain
some	DT	some
of	IN	of
the	DT	the
best	JJS	good
core	NN	core
elements	NNS	element
and	CC	and
characters	NNS	character
from	IN	from
the	DT	the
first	JJ	first
film	NN	film
.	SENT	.
along	IN	along
with	IN	with
babe	NN	babe
himself	PP	himself
,	,	,
ferdinand	VB	<unknown>
the	DT	the
duck	NN	duck
comes	VBZ	come
along	RP	along
for	IN	for
the	DT	the
ride	NN	ride
,	,	,
as	RB	as
does	VBZ	do
mrs	NN	Mrs
.	SENT	.
hoggett	NP	<unknown>
(	(	(
one	CD	one
of	IN	of
this	DT	this
decade	NN	decade
's	POS	's
best	JJS	good
and	CC	and
most	RBS	most
underappreciated	JJ	underappreciated
comic	JJ	comic
characterizations	NNS	characterization
,	,	,
hilariously	RB	hilariously
performed	VBN	perform
by	IN	by
magda	NP	Magda
szubanski	NP	<unknown>
)	)	)
.	SENT	.
the	DT	the
three	CD	three
singing	NN	singing
mice	NNS	mouse
also	RB	also
make	VBP	make
the	DT	the
journey	NN	journey
,	,	,
chiming	VBG	chime
in	IN	in
with	IN	with
their	PP$	their
cute	JJ	cute
high-pitched	JJ	high-pitched
vocals	NNS	vocal
.	SENT	.
the	DT	the
story	NN	story
structure	NN	structure
is	VBZ	be
also	RB	also
similar	JJ	similar
as	IN	as
each	DT	each
segment	NN	segment
is	VBZ	be
introduced	VBN	introduce
with	IN	with
title	NN	title
cards	NNS	card
read	VBN	read
by	IN	by
the	DT	the
aforementioned	JJ	aforementioned
mice	NNS	mouse
.	SENT	.
from	IN	from
there	RB	there
,	,	,
we	PP	we
are	VBP	be
guided	VBN	guide
once	RB	once
again	RB	again
by	IN	by
roscoe	NP	Roscoe
lee	JJ	lee
browne	NP	Browne
's	POS	's
soothingly	RB	soothingly
deep	JJ	deep
narrative	NN	narrative
.	SENT	.
composer	NN	composer
nigel	NN	<unknown>
westlake	NN	<unknown>
also	RB	also
returns	VBZ	return
with	IN	with
his	PP$	his
whimsical	JJ	whimsical
music	NN	music
style	NN	style
that	WDT	that
is	VBZ	be
perfect	JJ	perfect
for	IN	for
cinematic	JJ	cinematic
fables	NNS	fable
such	JJ	such
as	IN	as
these	DT	these
.	SENT	.
but	CC	but
these	DT	these
elements	NNS	element
are	VBP	be
simply	RB	simply
the	DT	the
frame	NN	frame
that	WDT	that
surrounds	VBZ	surround
an	DT	an
entirely	RB	entirely
new	JJ	new
painting	NN	painting
.	SENT	.
while	IN	while
staying	VBG	stay
at	IN	at
the	DT	the
flealands	NNS	<unknown>
hotel	NN	hotel
,	,	,
babe	NN	babe
encounters	VBZ	encounter
a	DT	a
veritable	JJ	veritable
ark-full	NN	<unknown>
of	IN	of
new	JJ	new
animals	NNS	animal
.	SENT	.
monkeys	NNS	monkey
,	,	,
kittens	NNS	kitten
,	,	,
and	CC	and
dogs	NNS	dog
of	IN	of
various	JJ	various
breeds	NNS	breed
and	CC	and
sizes	NNS	size
are	VBP	be
some	DT	some
of	IN	of
the	DT	the
new	JJ	new
"	``	"
urbanites	NNS	urbanite
"	''	"
that		IN	that
babe	NN	babe
befriends	VBZ	befriend
,	,	,
as	RB	as
well	RB	well
as	IN	as
some	DT	some
wonderfully	RB	wonderfully
comical	JJ	comical
pelicans	NNS	pelican
that	WDT	that
ferdinand	VBP	<unknown>
the	DT	the
duck	NN	duck
happens	VBZ	happen
to	TO	to
encounter	VB	encounter
.	SENT	.
each	DT	each
character	NN	character
is	VBZ	be
distinctly	RB	distinctly
unique	JJ	unique
,	,	,
some	DT	some
of	IN	of
which	WDT	which
are	VBP	be
imbued	VBN	imbue
with	IN	with
personal	JJ	personal
human-like	JJ	human-like
struggles	NNS	struggle
that	WDT	that
are	VBP	be
endearing	VBG	endear
and	CC	and
touching	VBG	touch
.	SENT	.
and	CC	and
while	IN	while
this	DT	this
world	NN	world
focuses	VBZ	focus
largely	RB	largely
on	IN	on
these	DT	these
animals	NNS	animal
,	,	,
we	PP	we
are	VBP	be
introduced	VBN	introduce
to	TO	to
two	CD	two
new	JJ	new
human	JJ	human
characters	NNS	character
as	IN	as
well	RB	well
.	SENT	.
mary	JJ	<unknown>
stein	NN	stein
plays	VBZ	play
the	DT	the
owner	NN	owner
of	IN	of
the	DT	the
flealands	NNS	<unknown>
hotel	NN	hotel
,	,	,
an	DT	an
animal-loving	JJ	animal-loving
young	JJ	young
spinster	NN	spinster
who	WP	who
harbors	VBZ	harbor
these	DT	these
lost	VBN	lose
creatures	NNS	creature
much	RB	much
to	TO	to
the	DT	the
dismaying	VBG	dismay
anger	NN	anger
of	IN	of
her	PP$	her
fellow	JJ	fellow
neighbors	NNS	neighbor
.	SENT	.
stein	NN	stein
's	POS	's
landlady	NN	landlady
is	VBZ	be
a	DT	a
wonderfully	RB	wonderfully
odd	JJ	odd
caricature	NN	caricature
.	SENT	.
we	PP	we
also	RB	also
meet	VBP	meet
fugly	JJ	<unknown>
floom	NN	<unknown>
,	,	,
an	DT	an
old	JJ	old
soft-spoken	JJ	soft-spoken
clown	NN	clown
who	WP	who
owns	VBZ	own
many	JJ	many
of	IN	of
the	DT	the
animals	NNS	animal
in	IN	in
the	DT	the
flealands	NNS	<unknown>
hotel	NN	hotel
,	,	,
utilizing	VBG	utilize
them	PP	them
as	IN	as
a	DT	a
part	NN	part
of	IN	of
the	DT	the
act	NN	act
that		IN	that
he	PP	he
performs	VBZ	perform
at	IN	at
different	JJ	different
parties	NNS	party
and	CC	and
functions	NNS	function
.	SENT	.
not	RB	not
having	VBG	have
known	VBN	know
who	WP	who
portrayed	VBD	portray
fugly	RB	<unknown>
floom	NN	<unknown>
prior	RB	prior
to	TO	to
seeing	VBG	see
the	DT	the
film	NN	film
,	,	,
it	PP	it
came	VBD	come
as	IN	as
an	DT	an
unexpected	JJ	unexpected
pleasant	JJ	pleasant
surprise	NN	surprise
to	TO	to
see	VB	see
who	WP	who
it	PP	it
was	VBD	be
.	SENT	.
so	RB	so
as	RB	as
not	RB	not
to	TO	to
ruin	VB	ruin
this	DT	this
well-kept	JJ	well-kept
secret	NN	secret
,	,	,
i	NP	i
wo	MD	wo
n't	RB	n't
reveal	VB	reveal
the	DT	the
actor	NN	actor
's	POS	's
identity	NN	identity
here	RB	here
.	SENT	.
it	PP	it
was	VBD	be
a	DT	a
treat	NN	treat
indeed	RB	indeed
to	TO	to
see	VB	see
one	CD	one
of	IN	of
cinema	NN	cinema
's	POS	's
legends	NNS	legend
grace	VBP	grace
the	DT	the
screen	NN	screen
again	RB	again
in	IN	in
what	WP	what
was	VBD	be
a	DT	a
superbly	RB	superbly
gentle	JJ	gentle
and	CC	and
heartwarming	JJ	heartwarming
performance	NN	performance
.	SENT	.
the	DT	the
greatest	JJS	great
triumph	NN	triumph
of	IN	of
"	``	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
is	VBZ	be
the	DT	the
art	NN	art
direction	NN	direction
.	SENT	.
simply	RB	simply
put--it	NN	<unknown>
bleeds	VBZ	bleed
creativity	NN	creativity
,	,	,
taking	VBG	take
the	DT	the
look	NN	look
of	IN	of
the	DT	the
original	JJ	original
film	NN	film
to	TO	to
a	DT	a
whole	JJ	whole
new	JJ	new
level	NN	level
.	SENT	.
restricted	VBN	restrict
primarily	RB	primarily
to	TO	to
a	DT	a
farm	NN	farm
the	DT	the
first	JJ	first
time	NN	time
around	RB	around
,	,	,
this	DT	this
second	JJ	second
installment	NN	installment
creates	VBZ	create
an	DT	an
entire	JJ	entire
city	NN	city
,	,	,
dazzling	VBG	dazzle
us	PP	us
with	IN	with
unique	JJ	unique
fable-like	JJ	<unknown>
architecture	NN	architecture
.	SENT	.
but	CC	but
the	DT	the
stroke	NN	stroke
of	IN	of
pure	JJ	pure
genius	NN	genius
by	IN	by
production	NN	production
designer	NN	designer
roger	NN	<unknown>
ford	NN	ford
is	VBZ	be
his	PP$	his
use	NN	use
of	IN	of
our	PP$	our
world	NN	world
's	POS	's
architectural	JJ	architectural
landmarks	NNS	landmark
.	SENT	.
designing	VBG	design
a	DT	a
skyline	NN	skyline
that	WDT	that
includes	VBZ	include
the	DT	the
statue	NN	statue
of	IN	of
liberty	NN	liberty
,	,	,
the	DT	the
sydney	NP	Sydney
opera	NN	opera
house	NN	house
,	,	,
the	DT	the
brooklyn	NP	Brooklyn
bridge	NN	bridge
,	,	,
the	DT	the
hollywood	NN	<unknown>
sign	NN	sign
and	CC	and
the	DT	the
eiffel	NN	<unknown>
tower	NN	tower
,	,	,
ford	NN	ford
has	VBZ	have
created	VBN	create
a	DT	a
singular	JJ	singular
city	NN	city
that	WDT	that
encompasses	VBZ	encompass
all	DT	all
of	IN	of
our	PP$	our
cities	NNS	city
(	(	(
as	RB	as
seen	VBN	see
in	IN	in
the	DT	the
film	NN	film
photo	NN	photo
and	CC	and
pre-production	NN	pre-production
drawing	NN	drawing
to	TO	to
your	PP$	your
right	NN	right
)	)	)
.	SENT	.
added	VBD	add
to	TO	to
that	DT	that
,	,	,
many	JJ	many
of	IN	of
this	DT	this
city	NN	city
's	POS	's
streets	NNS	street
are	VBP	be
the	DT	the
twin	JJ	twin
siblings	NNS	sibling
of	IN	of
venice	NP	Venice
's	POS	's
gondola-trekked	JJ	<unknown>
rivers	NNS	river
.	SENT	.
the	DT	the
metropolis	NN	metropolis
that	WDT	that
has	VBZ	have
sprung	VBN	spring
from	IN	from
ford	NN	ford
's	POS	's
vision	NN	vision
is	VBZ	be
a	DT	a
wondrous	JJ	wondrous
sight	NN	sight
to	TO	to
behold	VB	behold
.	SENT	.
it	PP	it
is	VBZ	be
a	DT	a
world	NN	world
that		IN	that
you	PP	you
want	VBP	want
to	TO	to
walk	VB	walk
around	RP	around
in	IN	in
.	SENT	.
norma	NP	Norma
moriceau	NP	<unknown>
's	POS	's
costume	JJ	costume
designs	NNS	design
belong	VBP	belong
in	IN	in
this	DT	this
world	NN	world
,	,	,
vibrant	JJ	vibrant
in	IN	in
color	NN	color
and	CC	and
style	NN	style
equal	JJ	equal
to	TO	to
that	DT	that
of	IN	of
the	DT	the
ford	NN	ford
's	POS	's
landscape	NN	landscape
.	SENT	.
most	JJS	most
of	IN	of
the	DT	the
costumes	NNS	costume
are	VBP	be
imaginatively	RB	imaginatively
cartoonish	JJ	cartoonish
,	,	,
with	IN	with
the	DT	the
most	RBS	most
exotically	RB	exotically
grand	JJ	grand
design	NN	design
going	VBG	go
to	TO	to
that	DT	that
of	IN	of
fugly	JJ	<unknown>
floom	NN	<unknown>
's	POS	's
clown	NN	clown
outfit	NN	outfit
.	SENT	.
andrew	JJ	<unknown>
lesnie	NN	<unknown>
's	POS	's
photography	NN	photography
captures	VBZ	capture
these	DT	these
elements	NNS	element
with	IN	with
various	JJ	various
lighting	NN	lighting
moods	NNS	mood
that	WDT	that
are	VBP	be
beautifully	RB	beautifully
effective	JJ	effective
in	IN	in
creating	VBG	create
the	DT	the
film	NN	film
's	POS	's
multiple	JJ	multiple
emotional	JJ	emotional
tones	NNS	tone
.	SENT	.
much	JJ	much
press	NN	press
fodder	NN	fodder
has	VBZ	have
been	VBN	be
made	VBN	make
over	IN	over
the	DT	the
weeks	NNS	week
leading	VBG	lead
up	RP	up
to	TO	to
the	DT	the
release	NN	release
of	IN	of
"	``	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	''	"
.	SENT	.
reports	NNS	report
stated	VBD	state
that		IN	that
its	PP$	its
original	JJ	original
cut	NN	cut
was	VBD	be
branded	VBN	brand
with	IN	with
a	DT	a
pg-13	JJ	<unknown>
rating	NN	rating
.	SENT	.
these	DT	these
reports	NNS	report
were	VBD	be
discovered	VBN	discover
to	TO	to
be	VB	be
false	JJ	false
as	IN	as
it	PP	it
was	VBD	be
assigned	VBN	assign
a	DT	a
pg	NN	<unknown>
rating	NN	rating
.	SENT	.
but	CC	but
even	RB	even
so	RB	so
,	,	,
to	TO	to
be	VB	be
anything	RB	anything
harsher	JJR	harsh
than	IN	than
the	DT	the
original	NN	original
'	POS	'
s	JJ	<unknown>
g	NN	g
rating	NN	rating
had	VBD	have
many	JJ	many
parents	NNS	parent
and	CC	and
fans	NNS	fan
up	RP	up
in	IN	in
arms	NNS	arm
.	SENT	.
by	IN	by
deleting	VBG	delete
a	DT	a
minimal	JJ	minimal
number	NN	number
of	IN	of
shots	NNS	shot
,	,	,
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
was	VBD	be
eventually	RB	eventually
given	VBN	give
the	DT	the
coveted	JJ	coveted
g	NN	g
rating	NN	rating
.	SENT	.
although	IN	although
appeased	VBN	appease
,	,	,
many	JJ	many
fans	NNS	fan
were	VBD	be
still	RB	still
concerned	VBN	concern
that		IN	that
it	PP	it
would	MD	would
be	VB	be
too	RB	too
dark	JJ	dark
,	,	,
fearing	VBG	fear
that		IN	that
the	DT	the
film	NN	film
may	MD	may
have	VB	have
come	VBN	come
to	TO	to
be	VB	be
possessed	VBN	possess
by	IN	by
tim	NN	<unknown>
burton	NN	burton
himself	PP	himself
.	SENT	.
well	RB	well
,	,	,
to	TO	to
coin	VB	coin
a	DT	a
phrase	NN	phrase
,	,	,
the	DT	the
reports	NNS	report
of	IN	of
"	``	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
's	VBZ	be
death	NN	death
at	IN	at
the	DT	the
hands	NNS	hand
of	IN	of
a	DT	a
dark	JJ	dark
,	,	,
scary	JJ	scary
,	,	,
felliniesque	JJ	<unknown>
interpretation	NN	interpretation
have	VBP	have
been	VBN	be
greatly	RB	greatly
exaggerated	VBN	exaggerate
.	SENT	.
granted	VBD	grant
it	PP	it
has	VBZ	have
its	PP$	its
moments	NNS	moment
of	IN	of
pseudo-morbidity	NN	<unknown>
,	,	,
but	CC	but
all-in-all	JJ	<unknown>
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
is	VBZ	be
the	DT	the
funny	JJ	funny
and	CC	and
charming	JJ	charming
adventure	NN	adventure
that		IN	that
everyone	NN	everyone
was	VBD	be
hoping	VBG	hope
it	PP	it
would	MD	would
be	VB	be
.	SENT	.
whatever	WDT	whatever
"	``	"
dark	JJ	dark
"	''	"
moments	NNS	moment
it	PP	it
may	MD	may
have	VB	have
can	MD	can
be	VB	be
attributed	VBN	attribute
to	TO	to
director	NN	director
george	NN	<unknown>
miller	NN	miller
(	(	(
the	DT	the
"	``	"
mad	JJ	mad
max	NN	<unknown>
"	''	"
trilogy	NN	trilogy
,	,	,
"	''	"
the	DT	the
witches	NNS	witch
of	IN	of
eastwick	NP	Eastwick
"	''	"
,	,	,
"	''	"
lorenzo	NP	Lorenzo
's	POS	's
oil	NN	oil
"	''	"
)	)	)
.	SENT	.
having	VBG	have
served	VBN	serve
as	IN	as
a	DT	a
producer	NN	producer
and	CC	and
co-writer	NN	<unknown>
on	IN	on
the	DT	the
first	JJ	first
film	NN	film
,	,	,
miller	NN	miller
moves	NNS	move
into	IN	into
the	DT	the
director	NN	director
's	POS	's
chair	NN	chair
for	IN	for
this	DT	this
one	CD	one
,	,	,
putting	VBG	put
his	PP$	his
own	JJ	own
unique	JJ	unique
sense	NN	sense
of	IN	of
style	NN	style
into	IN	into
this	DT	this
budding	JJ	budding
franchise	NN	franchise
.	SENT	.
the	DT	the
story	NN	story
of	IN	of
"	``	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
is	VBZ	be
an	DT	an
enchanting	JJ	enchanting
yarn	NN	yarn
,	,	,
but	CC	but
one	CD	one
that	WDT	that
does	VBZ	do
n't	RB	n't
achieve	VB	achieve
the	DT	the
emotional	JJ	emotional
or	CC	or
character	NN	character
depth	NN	depth
of	IN	of
the	DT	the
original	JJ	original
.	SENT	.
missing	VBG	miss
here	RB	here
is	VBZ	be
the	DT	the
attempt	NN	attempt
to	TO	to
broach	VB	broach
such	JJ	such
heady	JJ	heady
themes	NNS	theme
as	IN	as
personal	JJ	personal
identity	NN	identity
,	,	,
an	DT	an
individual	NN	individual
's	POS	's
worth	NN	worth
,	,	,
challenging	VBG	challenge
conformity	NN	conformity
,	,	,
and	CC	and
one	PP	one
's	VBZ	be
purpose	NN	purpose
in	IN	in
life	NN	life
.	SENT	.
"	``	"
babe	NN	babe
"	''	"
dealt	VBN	deal
with	IN	with
this	DT	this
weighty	JJ	weighty
subject	JJ	subject
matter	NN	matter
,	,	,
creating	VBG	create
a	DT	a
timeless	JJ	timeless
fable	NN	fable
.	SENT	.
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
should	MD	should
not	RB	not
have	VB	have
rehashed	VBN	rehash
these	DT	these
themes	NNS	theme
,	,	,
but	CC	but
i	NP	i
do	VBP	do
wish	VBP	wish
it	PP	it
would	MD	would
have	VB	have
attempted	VBN	attempt
to	TO	to
explore	VB	explore
new	JJ	new
ones	NNS	one
.	SENT	.
this	DT	this
film	NN	film
is	VBZ	be
not	RB	not
bereft	JJ	bereft
of	IN	of
moral	JJ	moral
or	CC	or
message	NN	message
as	IN	as
it	PP	it
parallels	VBZ	parallel
such	JJ	such
issues	NNS	issue
as	IN	as
urban	JJ	urban
strife	NN	strife
,	,	,
class	NN	class
differences	NNS	difference
,	,	,
sacrificial	JJ	sacrificial
courage	NN	courage
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
but	CC	but
this	DT	this
film	NN	film
's	POS	's
goals	NNS	goal
are	VBP	be
n't	RB	n't
as	RB	as
lofty	JJ	lofty
as	IN	as
the	DT	the
first	JJ	first
's	VBZ	be
,	,	,
instead	RB	instead
choosing	VBG	choose
to	TO	to
take	VB	take
a	DT	a
more	RBR	more
straightforward	JJ	straightforward
approach	NN	approach
,	,	,
allowing	VBG	allow
its	PP$	its
themes	NNS	theme
to	TO	to
take	VB	take
a	DT	a
back	JJ	back
seat	NN	seat
to	TO	to
an	DT	an
exciting	JJ	exciting
,	,	,
sometimes	RB	sometimes
intense	JJ	intense
,	,	,
fable	NN	fable
adventure	NN	adventure
that	WDT	that
is	VBZ	be
undeniably	RB	undeniably
clever	JJ	clever
and	CC	and
inventive	JJ	inventive
.	SENT	.
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
also	RB	also
decides	VBZ	decide
against	IN	against
developing	VBG	develop
a	DT	a
relationship	NN	relationship
to	TO	to
the	DT	the
level	NN	level
of	IN	of
which	WDT	which
was	VBD	be
present	JJ	present
in	IN	in
the	DT	the
first	JJ	first
film	NN	film
,	,	,
specifically	RB	specifically
the	DT	the
one	CD	one
between	IN	between
farmer	NN	farmer
hoggett	NN	<unknown>
and	CC	and
babe	NN	babe
.	SENT	.
hoggett	NP	<unknown>
's	POS	's
love	NN	love
for	IN	for
babe	NN	babe
,	,	,
which	WDT	which
grew	VBD	grow
ever	RB	ever
so	RB	so
gently	RB	gently
,	,	,
is	VBZ	be
what	WP	what
gave	VBD	give
that	DT	that
film	NN	film
its	PP$	its
charming	JJ	charming
and	CC	and
endearing	VBG	endear
quality	NN	quality
.	SENT	.
best	RBS	well
exemplified	VBN	exemplify
in	IN	in
hoggett	NP	<unknown>
's	POS	's
dance	NN	dance
for	IN	for
babe	NN	babe
,	,	,
this	DT	this
moving	VBG	move
relationship	NN	relationship
was	VBD	be
truly	RB	truly
unique	JJ	unique
.	SENT	.
it	PP	it
is	VBZ	be
something	NN	something
that		IN	that
i	NP	i
wish	NN	wish
would	MD	would
have	VB	have
been	VBN	be
present	JJ	present
again	RB	again
(	(	(
and	CC	and
could	MD	could
have	VB	have
through	IN	through
fugly	JJ	<unknown>
floom	NN	<unknown>
)	)	)
,	,	,
but	CC	but
was	VBD	be
not	RB	not
.	SENT	.
please	UH	please
understand	VB	understand
,	,	,
these	DT	these
are	VBP	be
not	RB	not
negative	JJ	negative
criticisms	NNS	criticism
,	,	,
per	FW	per
se	FW	se
'	''	'
,	,	,
but	CC	but
simply	RB	simply
statements	NNS	statement
of	IN	of
what	WP	what
i	NNS	i
see	VBP	see
as	IN	as
the	DT	the
differences	NNS	difference
between	IN	between
"	``	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	''	"
being	VBG	be
a	DT	a
very	RB	very
good	JJ	good
film	NN	film
and	CC	and
the	DT	the
original	JJ	original
being	VBG	be
a	DT	a
great	JJ	great
one	CD	one
.	SENT	.
but	CC	but
having	VBG	have
said	VBN	say
that		IN	that
,	,	,
these	DT	these
observations	NNS	observation
are	VBP	be
minor	JJ	minor
critiques	NNS	critique
at	IN	at
best	JJS	good
.	SENT	.
as	IN	as
an	DT	an
overall	JJ	overall
piece	NN	piece
,	,	,
"	''	"
babe	NN	babe
:	:	:
pig	NN	pig
in	IN	in
the	DT	the
city	NN	city
"	``	"
is	VBZ	be
a	DT	a
thoroughly	RB	thoroughly
enchanting	JJ	enchanting
and	CC	and
entertaining	JJ	entertaining
fable	NN	fable
from	IN	from
beginning	VBG	begin
to	TO	to
end	VB	end
.	SENT	.
sure	RB	sure
,	,	,
it	PP	it
is	VBZ	be
n't	RB	n't
a	DT	a
great	JJ	great
film	NN	film
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
an	DT	an
excellent	JJ	excellent
one	CD	one
that	WDT	that
possesses	VBZ	possess
elements	NNS	element
of	IN	of
greatness	NN	greatness
.	SENT	.
it	PP	it
