much	JJ	much
really	RB	really
affected	VBD	affect
me	PP	me
emotionally	RB	emotionally
.	SENT	.
the	DT	the
story	NN	story
itself	PP	itself
is	VBZ	be
a	DT	a
surprisingly	RB	surprisingly
heartbreaking	JJ	heartbreaking
one	CD	one
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
it	PP	it
's	VBZ	be
such	PDT	such
a	DT	a
good	JJ	good
novel	NN	novel
,	,	,
and	CC	and
why	WRB	why
this	DT	this
is	VBZ	be
such	PDT	such
a	DT	a
good	JJ	good
film	NN	film
.	SENT	.
the	DT	the
story	NN	story
of	IN	of
a	DT	a
pedophile	NN	<unknown>
obsessed	VBN	obsess
with	IN	with
a	DT	a
young	JJ	young
14-year	JJ	14-year
old	JJ	old
girl	NN	girl
named	VBN	name
dolores	NNS	<unknown>
a	DT	a
.	SENT	.
k	NN	k
.	SENT	.
a	DT	a
.	SENT	.
lolita	NP	Lolita
is	VBZ	be
great	JJ	great
because	IN	because
it	PP	it
's	VBZ	be
not	RB	not
trash	NN	trash
for	IN	for
the	DT	the
perverted	JJ	perverted
but	CC	but
because	IN	because
it	PP	it
's	VBZ	be
about	RB	about
human	JJ	human
obsession	NN	obsession
with	IN	with
things	NNS	thing
that	WDT	that
are	VBP	be
out	RB	out
of	IN	of
one	CD	one
's	POS	's
reach	NN	reach
.	SENT	.
its	PP$	its
protagonist	NN	protagonist
,	,	,
the	DT	the
comically-named	JJ	<unknown>
humbert	NN	<unknown>
humbert	NN	<unknown>
,	,	,
is	VBZ	be
not	RB	not
your	PP$	your
average	JJ	average
pedophile	NN	<unknown>
,	,	,
but	CC	but
a	DT	a
seriously	RB	seriously
wounded	JJ	wounded
human	NN	human
being	VBG	be
who	WP	who
embodies	VBZ	embody
how	WRB	how
we	PP	we
are	VBP	be
all	RB	all
destroyed	VBN	destroy
by	IN	by
our	PP$	our
sick	JJ	sick
obsessions	NNS	obsession
and	CC	and
idosyncrasies	NNS	<unknown>
.	SENT	.
the	DT	the
character	NN	character
of	IN	of
lolita	NN	<unknown>
is	VBZ	be
almost	RB	almost
a	DT	a
symbol	NN	symbol
of	IN	of
the	DT	the
forbidden	JJ	forbidden
apple	NN	apple
in	IN	in
christian	JJ	Christian
mythology	NN	mythology
,	,	,
something	NN	something
that	WDT	that
will	MD	will
destroy	VB	destroy
us	PP	us
but	CC	but
that		IN	that
we	PP	we
ca	MD	ca
n't	RB	n't
live	VB	live
without	IN	without
.	SENT	.
these	DT	these
ideas	NNS	idea
are	VBP	be
all	RB	all
worked	VBN	work
into	IN	into
this	DT	this
film	NN	film
nicely	RB	nicely
,	,	,
but	CC	but
done	VBN	do
in	IN	in
a	DT	a
way	NN	way
that	WDT	that
is	VBZ	be
not	RB	not
heavy-handed	JJ	heavy-handed
at	IN	at
all	DT	all
,	,	,
but	CC	but
instead	RB	instead
lyrical	JJ	lyrical
and	CC	and
emotionally	RB	emotionally
devastating	JJ	devastating
.	SENT	.
the	DT	the
focus	NN	focus
of	IN	of
this	DT	this
film	NN	film
,	,	,
and	CC	and
the	DT	the
reason	NN	reason
for	IN	for
making	VBG	make
it	PP	it
,	,	,
it	PP	it
seems	VBZ	seem
,	,	,
was	VBD	be
to	TO	to
really	RB	really
penetrate	VB	penetrate
the	DT	the
emotional	JJ	emotional
depths	NNS	depth
of	IN	of
the	DT	the
novel	NN	novel
and	CC	and
bring	VB	bring
them	PP	them
to	TO	to
life	NN	life
on	IN	on
the	DT	the
screen	NN	screen
in	IN	in
beautifully	RB	beautifully
dramatic	JJ	dramatic
images	NNS	image
,	,	,
and	CC	and
scenes	NNS	scene
which	WDT	which
are	VBP	be
blatantly	RB	blatantly
over-stylized	VBN	<unknown>
.	SENT	.
the	DT	the
tone	NN	tone
of	IN	of
the	DT	the
book	NN	book
is	VBZ	be
a	DT	a
comical	JJ	comical
one	CD	one
,	,	,
but	CC	but
it	PP	it
's	VBZ	be
also	RB	also
a	DT	a
tragic	JJ	tragic
one	CD	one
,	,	,
and	CC	and
humbert	NP	Humbert
,	,	,
telling	VBG	tell
the	DT	the
story	NN	story
from	IN	from
his	PP$	his
perspective	NN	perspective
,	,	,
blows	VBZ	blow
every	DT	every
single	JJ	single
thing	NN	thing
out	IN	out
of	IN	of
perspective	NN	perspective
.	SENT	.
humbert	NP	Humbert
exists	VBZ	exist
in	IN	in
a	DT	a
fantsy	JJ	<unknown>
world	NN	world
of	IN	of
his	PP$	his
obsessions	NNS	obsession
and	CC	and
desires	NNS	desire
,	,	,
and	CC	and
this	DT	this
reflects	VBZ	reflect
the	DT	the
way	NN	way
the	DT	the
entire	JJ	entire
film	NN	film
has	VBZ	have
been	VBN	be
designed	VBN	design
.	SENT	.
we	PP	we
get	VBP	get
a	DT	a
sense	NN	sense
that		IN	that
perhaps	RB	perhaps
it	PP	it
's	VBZ	be
by	IN	by
doing	VBG	do
this	DT	this
that		IN	that
humbert	NP	Humbert
has	VBZ	have
really	RB	really
trapped	VBN	trap
himself	PP	himself
into	IN	into
a	DT	a
fate	NN	fate
that	WDT	that
will	MD	will
ultimately	RB	ultimately
leave	VB	leave
him	PP	him
haggard	JJ	haggard
and	CC	and
destroyed	VBN	destroy
.	SENT	.
he	PP	he
weeps	VBZ	weep
uncontrollably	RB	uncontrollably
and	CC	and
never	RB	never
lets	VBZ	let
himself	PP	himself
get	VB	get
over	RP	over
his	PP$	his
original	JJ	original
14-year-old	JJ	14-year-old
love	NN	love
,	,	,
and	CC	and
allows	VBZ	allow
himself	PP	himself
to	TO	to
embody	VB	embody
her	PP	her
as	IN	as
lolita	NN	<unknown>
.	SENT	.
he	PP	he
lets	VBZ	let
his	PP$	his
feelings	NNS	feeling
for	IN	for
her	PP	her
navigate	VBP	navigate
all	PDT	all
his	PP$	his
decisions	NNS	decision
,	,	,
and	CC	and
by	IN	by
the	DT	the
end	NN	end
,	,	,
he	PP	he
has	VBZ	have
nothing	NN	nothing
but	CC	but
overly-dramatic	JJ	<unknown>
feelings	NNS	feeling
for	IN	for
her	PP	her
.	SENT	.
the	DT	the
story	NN	story
recognizes	VBZ	recognize
the	DT	the
extreme	NN	extreme
of	IN	of
this	DT	this
,	,	,
almost	RB	almost
out	RB	out
of	IN	of
a	DT	a
test	NN	test
,	,	,
seeing	VBG	see
if	IN	if
the	DT	the
readers	NNS	reader
will	MD	will
really	RB	really
sympathize	VB	sympathize
with	IN	with
someone	NN	someone
who	WP	who
is	VBZ	be
socially	RB	socially
deemed	VBN	deem
a	DT	a
pervert	NN	pervert
,	,	,
and	CC	and
one	PP	one
almost	RB	almost
wonders	VBZ	wonder
while	IN	while
reading	VBG	read
the	DT	the
book	NN	book
if	IN	if
the	DT	the
author	NN	author
,	,	,
vladimir	NP	Vladimir
nabokov	NP	Nabokov
,	,	,
wrote	VBD	write
the	DT	the
book	NN	book
as	IN	as
a	DT	a
means	VBZ	mean
to	TO	to
bring	VB	bring
into	IN	into
focus	NN	focus
his	PP$	his
own	JJ	own
sick	JJ	sick
obsessions	NNS	obsession
,	,	,
and	CC	and
perhaps	RB	perhaps
bring	VB	bring
them	PP	them
to	TO	to
peace	NN	peace
.	SENT	.
the	DT	the
weirdest	JJS	weird
thing	NN	thing
about	IN	about
this	DT	this
film	NN	film
is	VBZ	be
that		IN	that
by	IN	by
the	DT	the
end	NN	end
,	,	,
when	WRB	when
humbert	NP	Humbert
has	VBZ	have
reached	VBN	reach
the	DT	the
finale	NN	finale
of	IN	of
his	PP$	his
obsessional	JJ	obsessional
journey	NN	journey
,	,	,
we	PP	we
can	MD	can
easily	RB	easily
sympathize	VB	sympathize
and	CC	and
even	RB	even
identify	VB	identify
with	IN	with
him	PP	him
.	SENT	.
the	DT	the
opening	NN	opening
and	CC	and
final	JJ	final
images	NNS	image
of	IN	of
the	DT	the
film	NN	film
are	VBP	be
the	DT	the
same	JJ	same
,	,	,
and	CC	and
who	WP	who
has	VBZ	have
n't	RB	n't
done	VBN	do
a	DT	a
similar	JJ	similar
action	NN	action
,	,	,
that	WDT	that
is	VBZ	be
wandering	VBG	wander
about	RB	about
without	IN	without
any	DT	any
sense	NN	sense
of	IN	of
reality	NN	reality
or	CC	or
anything	NN	anything
else	RB	else
but	CC	but
a	DT	a
deep	JJ	deep
sadness	NN	sadness
in	IN	in
us	PP	us
?	SENT	?
this	DT	this
is	VBZ	be
the	DT	the
second	JJ	second
time	NN	time
the	DT	the
novel	NN	novel
has	VBZ	have
been	VBN	be
adapted	VBN	adapt
for	IN	for
the	DT	the
screen	NN	screen
,	,	,
the	DT	the
first	JJ	first
time	NN	time
being	VBG	be
filmed	VBN	film
in	IN	in
-	:	-
shock	NN	shock
-	:	-
1962	CD	@card@
,	,	,
by	IN	by
stanley	NN	<unknown>
kubrick	NN	<unknown>
,	,	,
who	WP	who
could	MD	could
n't	RB	n't
possibly	RB	possibly
have	VB	have
brought	VBN	bring
the	DT	the
novel	NN	novel
to	TO	to
the	DT	the
screen	NN	screen
with	IN	with
as	IN	as
much	JJ	much
faithfulness	NN	faithfulness
as	IN	as
lyne	NP	Lyne
has	VBZ	have
been	VBN	be
able	JJ	able
to	TO	to
do	VB	do
,	,	,
but	CC	but
did	VBD	do
the	DT	the
next	JJ	next
best	JJS	good
thing	NN	thing
:	:	:
he	PP	he
economized	VBD	economize
for	IN	for
everything	NN	everything
and	CC	and
came	VBD	come
up	RP	up
with	IN	with
a	DT	a
droll	JJ	droll
black	JJ	black
comedy	NN	comedy
about	IN	about
obsession	NN	obsession
in	IN	in
general	NN	general
.	SENT	.
in	IN	in
that	DT	that
film	NN	film
,	,	,
he	PP	he
used	VBD	use
the	DT	the
traps	NNS	traps
of	IN	of
society	NN	society
as	IN	as
benefits	NNS	benefit
.	SENT	.
the	DT	the
studio	NN	studio
demanded	VBD	demand
the	DT	the
final	JJ	final
scene	NN	scene
,	,	,
that	WDT	that
of	IN	of
a	DT	a
heinous	JJ	heinous
murder	NN	murder
,	,	,
come	VBN	come
first	RB	first
in	IN	in
the	DT	the
film	NN	film
so	RB	so
to	TO	to
portray	VB	portray
humbert	NN	<unknown>
first	JJ	first
as	IN	as
a	DT	a
murderer	NN	murderer
and	CC	and
second	JJ	second
as	IN	as
a	DT	a
pedophile	NN	<unknown>
.	SENT	.
.	SENT	.
.	SENT	.
and	CC	and
when	WRB	when
you	PP	you
see	VBP	see
it	PP	it
,	,	,
it	PP	it
gives	VBZ	give
the	DT	the
film	NN	film
depth	NN	depth
of	IN	of
a	DT	a
man	NN	man
trapped	VBN	trap
by	IN	by
obsession	NN	obsession
.	SENT	.
the	DT	the
censors	NNS	censor
would	MD	would
n't	RB	n't
allow	VB	allow
anymore	RB	anymore
than	IN	than
a	DT	a
couple	NN	couple
glances	NNS	glance
and	CC	and
subtle	JJ	subtle
dialogue	NN	dialogue
to	TO	to
show	VB	show
the	DT	the
,	,	,
um	NNS	<unknown>
,	,	,
relationship	NN	relationship
between	IN	between
humbert	NP	Humbert
and	CC	and
lolita	NP	Lolita
,	,	,
so	RB	so
kubrick	NN	<unknown>
decided	VBD	decide
to	TO	to
play	VB	play
it	PP	it
as	IN	as
comedy	NN	comedy
,	,	,
but	CC	but
still	RB	still
allow	VB	allow
the	DT	the
tragedy	NN	tragedy
to	TO	to
seep	VB	seep
through	RP	through
.	SENT	.
looking	VBG	look
at	IN	at
these	DT	these
two	CD	two
versions	NNS	version
,	,	,
especially	RB	especially
after	IN	after
reading	VBG	read
the	DT	the
novel	NN	novel
(	(	(
and	CC	and
we	PP	we
all	RB	all
know	VBP	know
that		IN	that
when	WRB	when
we	PP	we
've	VBP	have
read	VBN	read
a	DT	a
novel	NN	novel
and	CC	and
see	VB	see
a	DT	a
film	NN	film
adaptation	NN	adaptation
,	,	,
we	PP	we
are	VBP	be
bound	VBN	bind
to	TO	to
be	VB	be
angered	VBN	anger
by	IN	by
any	DT	any
size	NN	size
differences	NNS	difference
)	)	)
,	,	,
it	PP	it
's	VBZ	be
really	RB	really
impossible	JJ	impossible
to	TO	to
compare	VB	compare
them	PP	them
.	SENT	.
they	PP	they
both	CC	both
go	VB	go
for	IN	for
different	JJ	different
things	NNS	thing
,	,	,
and	CC	and
one	PP	one
has	VBZ	have
a	DT	a
lot	NN	lot
more	JJR	more
room	NN	room
to	TO	to
be	VB	be
as	RB	as
sexually	RB	sexually
frank	JJ	frank
as	IN	as
the	DT	the
novel	NN	novel
was	VBD	be
.	SENT	.
and	CC	and
although	IN	although
it	PP	it
's	VBZ	be
true	JJ	true
that		IN	that
several	JJ	several
scenes	NNS	scene
are	VBP	be
similar	JJ	similar
,	,	,
and	CC	and
are	VBP	be
thus	RB	thus
up	RB	up
for	IN	for
comparison	NN	comparison
,	,	,
overall	RB	overall
it	PP	it
's	VBZ	be
unfair	JJ	unfair
to	TO	to
say	VB	say
which	WDT	which
one	PP	one
is	VBZ	be
better	JJR	good
and	CC	and
which	WDT	which
one	PP	one
is	VBZ	be
worse	JJR	bad
.	SENT	.
i	NNS	i
have	VBP	have
never	RB	never
been	VBN	be
one	CD	one
for	IN	for
saying	VBG	say
the	DT	the
level	NN	level
of	IN	of
greatness	NN	greatness
of	IN	of
a	DT	a
film	NN	film
adaptation	NN	adaptation
of	IN	of
a	DT	a
novel	NN	novel
is	VBZ	be
deemed	VBN	deem
by	IN	by
how	WRB	how
faithful	JJ	faithful
it	PP	it
is	VBZ	be
,	,	,
and	CC	and
i	NP	i
wo	MD	wo
n't	RB	n't
say	VB	say
that		IN	that
here	RB	here
.	SENT	.
however	RB	however
,	,	,
this	DT	this
film	NN	film
is	VBZ	be
pretty	RB	pretty
amazing	JJ	amazing
,	,	,
mostly	RB	mostly
because	IN	because
hey	UH	hey
,	,	,
i	NP	i
loved	VBD	love
the	DT	the
book	NN	book
,	,	,
and	CC	and
this	DT	this
film	NN	film
nearly	RB	nearly
reminded	VBD	remind
me	PP	me
of	IN	of
it	PP	it
.	SENT	.
it	PP	it
does	VBZ	do
n't	RB	n't
have	VB	have
nearly	RB	nearly
as	IN	as
much	JJ	much
wit	NN	wit
(	(	(
a	DT	a
couple	JJ	couple
comical	JJ	comical
scenes	NNS	scene
,	,	,
and	CC	and
even	RB	even
a	DT	a
lot	NN	lot
of	IN	of
good	JJ	good
chuckles	NNS	chuckle
,	,	,
but	CC	but
just	RB	just
not	RB	not
totally	RB	totally
witty	JJ	witty
)	)	)
,	,	,
but	CC	but
it	PP	it
does	VBZ	do
have	VBP	have
the	DT	the
same	JJ	same
emotional	JJ	emotional
toll	NN	toll
that		IN	that
the	DT	the
novel	NN	novel
had	VBD	have
.	SENT	.
some	DT	some
of	IN	of
that	WDT	that
is	VBZ	be
in	IN	in
the	DT	the
casting	NN	casting
of	IN	of
the	DT	the
two	CD	two
leads	NNS	lead
.	SENT	.
jeremy	NN	<unknown>
irons	NNS	iron
,	,	,
with	IN	with
his	PP$	his
deep	JJ	deep
,	,	,
soft	JJ	soft
british	JJ	British
voice	NN	voice
and	CC	and
gentle	JJ	gentle
look	NN	look
,	,	,
is	VBZ	be
an	DT	an
amazing	JJ	amazing
humbert	NN	<unknown>
.	SENT	.
he	PP	he
's	VBZ	be
droll	JJ	droll
in	IN	in
a	DT	a
very	RB	very
unique	JJ	unique
way	NN	way
,	,	,
and	CC	and
,	,	,
well	RB	well
,	,	,
no	DT	no
one	CD	one
can	MD	can
look	VB	look
distraught	JJ	distraught
the	DT	the
way	NN	way
he	PP	he
does	VBZ	do
.	SENT	.
he	PP	he
brings	VBZ	bring
a	DT	a
wonderful	JJ	wonderful
sympathy	NN	sympathy
to	TO	to
the	DT	the
role	NN	role
that	WDT	that
goes	VBZ	go
beyond	IN	beyond
pathos	NN	pathos
and	CC	and
really	RB	really
comes	VBZ	come
up	RP	up
as	IN	as
being	VBG	be
easy	JJ	easy
to	TO	to
identify	VB	identify
with	IN	with
the	DT	the
audience	NN	audience
.	SENT	.
and	CC	and
when	WRB	when
he	PP	he
looks	VBZ	look
at	IN	at
lolita	NN	<unknown>
with	IN	with
love	NN	love
,	,	,
and	CC	and
she	PP	she
looks	VBZ	look
at	IN	at
him	PP	him
with	IN	with
lust	NN	lust
,	,	,
you	PP	you
know	VBP	know
that		IN	that
he	PP	he
's	VBZ	be
her	PP$	her
prisoner	NN	prisoner
for	IN	for
as	RB	as
long	JJ	long
as	IN	as
he	PP	he
lives	VBZ	live
.	SENT	.
and	CC	and
dominique	NN	<unknown>
swain	NN	swain
,	,	,
who	WP	who
plays	VBZ	play
the	DT	the
title	NN	title
character	NN	character
,	,	,
is	VBZ	be
rather	RB	rather
incredible	JJ	incredible
.	SENT	.
she	PP	she
pulls	VBZ	pull
off	RP	off
the	DT	the
tough	JJ	tough
role	NN	role
even	RB	even
better	RBR	well
than	IN	than
sue	VB	sue
lyon	NN	<unknown>
did	VBD	do
in	IN	in
the	DT	the
original	JJ	original
,	,	,
wonderfully	RB	wonderfully
balancing	VBG	balance
the	DT	the
qualities	NNS	quality
of	IN	of
seduction	NN	seduction
,	,	,
bratiness	NN	<unknown>
,	,	,
and	CC	and
self-centeredness	NN	<unknown>
that	WDT	that
marks	VBZ	mark
the	DT	the
character	NN	character
.	SENT	.
it	PP	it
's	VBZ	be
easy	JJ	easy
to	TO	to
see	VB	see
why	WRB	why
she	PP	she
surrenders	VBZ	surrender
to	TO	to
humbert	VB	<unknown>
:	:	:
she	PP	she
loves	VBZ	love
the	DT	the
attention	NN	attention
,	,	,
and	CC	and
knows	VBZ	know
that		IN	that
she	PP	she
can	MD	can
have	VB	have
her	PP$	her
way	NN	way
with	IN	with
him	PP	him
at	IN	at
any	DT	any
time	NN	time
.	SENT	.
when	WRB	when
he	PP	he
denies	VBZ	deny
her	PP$	her
something	NN	something
,	,	,
she	PP	she
blackmails	VBZ	blackmail
him	PP	him
effortlessly	RB	effortlessly
(	(	(
a	DT	a
scene	NN	scene
involving	VBG	involve
a	DT	a
rocking	VBG	rock
chair	NN	chair
and	CC	and
a	DT	a
little	JJ	little
foot	NN	foot
action	NN	action
is	VBZ	be
damn	RB	damn
near	RB	near
classic	JJ	classic
)	)	)
,	,	,
and	CC	and
when	WRB	when
he	PP	he
stands	VBZ	stand
up	RP	up
to	TO	to
her	PP	her
,	,	,
she	PP	she
weeps	VBZ	weep
and	CC	and
runs	VBZ	run
away	RB	away
,	,	,
leaving	VBG	leave
humbert	NN	<unknown>
to	TO	to
follow	VB	follow
her	PP	her
.	SENT	.
there	EX	there
are	VBP	be
two	CD	two
other	JJ	other
minor	JJ	minor
characters	NNS	character
in	IN	in
the	DT	the
film	NN	film
,	,	,
one	CD	one
who	WP	who
's	VBZ	be
a	DT	a
road	NN	road
block	NN	block
in	IN	in
the	DT	the
beginning	NN	beginning
,	,	,
and	CC	and
the	DT	the
other	JJ	other
who	WP	who
's	VBZ	be
a	DT	a
reappearing	VBG	reappear
threat	NN	threat
to	TO	to
the	DT	the
relationship	NN	relationship
.	SENT	.
the	DT	the
former	JJ	former
is	VBZ	be
charlotte	NN	charlotte
,	,	,
lolita	NP	Lolita
's	POS	's
mother	NN	mother
,	,	,
played	VBN	play
by	IN	by
melanie	NN	<unknown>
griffith	NN	<unknown>
.	SENT	.
in	IN	in
the	DT	the
book	NN	book
,	,	,
charlotte	NN	charlotte
is	VBZ	be
a	DT	a
monster	NN	monster
of	IN	of
a	DT	a
woman	NN	woman
:	:	:
overbearing	VBG	overbear
,	,	,
constantly	RB	constantly
scolding	VBG	scold
her	PP$	her
child	NN	child
,	,	,
overly-religious	JJ	<unknown>
,	,	,
and	CC	and
ultimately	RB	ultimately
selfish	JJ	selfish
.	SENT	.
and	CC	and
she	PP	she
's	VBZ	be
the	DT	the
one	CD	one
obstacle	NN	obstacle
humbert	NN	<unknown>
has	VBZ	have
to	TO	to
overcome	VB	overcome
to	TO	to
obtain	VB	obtain
his	PP$	his
goal	NN	goal
,	,	,
at	IN	at
least	JJS	least
in	IN	in
the	DT	the
beginning	NN	beginning
.	SENT	.
as	RB	as
played	VBN	play
by	IN	by
shelly	JJ	shelly
winters	NNS	winter
in	IN	in
the	DT	the
original	JJ	original
,	,	,
she	PP	she
represented	VBD	represent
all	PDT	all
these	DT	these
qualities	NNS	quality
;	:	;
as	RB	as
played	VBN	play
by	IN	by
griffith	NN	<unknown>
here	RB	here
,	,	,
she	PP	she
's	VBZ	be
about	RB	about
half	JJ	half
of	IN	of
them	PP	them
.	SENT	.
it	PP	it
's	VBZ	be
annoying	VBG	annoy
to	TO	to
watch	VB	watch
a	DT	a
film	NN	film
and	CC	and
play	VB	play
a	DT	a
game	NN	game
where	WRB	where
you	PP	you
try	VBP	try
to	TO	to
see	VB	see
who	WP	who
could	MD	could
have	VB	have
done	VBN	do
the	DT	the
role	NN	role
way	NN	way
better	JJR	good
than	IN	than
the	DT	the
one	CD	one
on	IN	on
screen	NN	screen
without	IN	without
mentioning	VBG	mention
the	DT	the
actor	NN	actor
who	WP	who
played	VBD	play
them	PP	them
first	JJ	first
.	SENT	.
and	CC	and
even	RB	even
though	IN	though
griffith	NN	<unknown>
is	VBZ	be
not	RB	not
really	RB	really
bad	JJ	bad
,	,	,
persay	NN	<unknown>
,	,	,
she	PP	she
's	POS	's
nothing	NN	nothing
more	RBR	more
.	SENT	.
the	DT	the
other	JJ	other
is	VBZ	be
clare	JJ	<unknown>
quilty	NN	<unknown>
,	,	,
the	DT	the
writer	NN	writer
who	WP	who
is	VBZ	be
also	RB	also
trying	VBG	try
to	TO	to
seduce	VB	seduce
lolita	NN	<unknown>
,	,	,
and	CC	and
succeeds	VBZ	succeed
,	,	,
but	CC	but
at	IN	at
a	DT	a
price	NN	price
.	SENT	.
langella	NN	<unknown>
takes	VBZ	take
a	DT	a
totally	RB	totally
different	JJ	different
direction	NN	direction
than	IN	than
the	DT	the
one	CD	one
peter	NN	peter
sellars	NNS	<unknown>
took	VBD	take
in	IN	in
the	DT	the
original	JJ	original
.	SENT	.
quilty	NN	<unknown>
was	VBD	be
a	DT	a
comic	JJ	comic
character	NN	character
in	IN	in
the	DT	the
original	JJ	original
:	:	:
a	DT	a
threat	NN	threat
in	IN	in
the	DT	the
form	NN	form
of	IN	of
many	JJ	many
forms	NNS	form
,	,	,
popping	VBG	pop
in	IN	in
states	NNS	state
of	IN	of
